tw20 小時國泰金為旗下8子公司員工、眷屬保防疫險 納保近5萬員工國泰金控 (2882-TW) 今 (12) 日宣布，即日起金控及旗下公司國泰人壽、國泰世華銀行、國泰產險、國泰證券、國泰投信、國泰投顧、國泰期貨、國泰創投等 8 子公司，為總計近 5 ,2021-07-13 11:12:09.389098
CNYes23 小時半年賺贏去年全年！國泰金賺914億、富邦金EPS達8.29，獲利引擎是⋯金控雙雄今天先後公布獲利，在積極實現資本利得與投資績效良好帶動下，國泰金前6月大賺新台幣914.6億，創新高並超越去年全年水準；富邦金EPS高達8.29元、續創新高。各自蟬聯金控獲利王及EPS之冠。 國泰金今早公布最新獲利，6月稅後淨利129.5億元 ,2021-07-13 11:12:09.390358
